nombre,avance,monto,direccion,comuna,barrio,fecha_inicio,fecha_fin,tipo,descripcion
Templo Libertad y Museo (Conjunto Cira): Puesta en valor de fachada,100.0,0.0,nan,1,San Nicolás,2017-05-01,2017-11-15,Espacio Público,"Dentro del plan que comprende el área ambiental Tribunales, el objetivo de la restauración fue devolver al estado original las fachadas del conjunto de tres edificios correspondientes a la congregación israelita de la República Argentina, incluyendo para ello la variedad de ornamentaciones, herrerí­a artí­stica, molduras, aberturas y pilastras, como así­ también la superficie muraria y todo aquel elemento arquitectónico de valor patrimonial que estuviese afectado, recuperando su forma, textura, color y diseño."
Edificio Ateliers: Puesta en valor de fachada,100.0,0.0,Paraguay y Suipacha,1,Retiro,2017-04-01,2017-08-17,Espacio Público,"En el marco de la recuperación de fachadas del plan integral Microcentro, los trabajos que se realizaron en este edificio catalogado, estuveron orientados a preservar las caracterí­sticas y valores que su arquitectura y el paisaje que tení­a en las primeras décadas del siglo pasado. La puesta en valor de las fachadas, en ambas calles, comprendió el retiro de todos los elementos no originales de la fachada, la recuperación de las terminaciones y la reposición de los elementos originales perdidos, conservando la transparencia y la opacidad, las texturas, los planos rectos y curvos, la composición de los planos, y la alta calidad espacial de terrazas, patios y planta baja."
Avenida de Mayo: Puesta en valor de fachadas,100.0,0.0,nan,1,Montserrat,2017-03-01,2018-11-30,Espacio Público,"En el marco de la puesta en valor del eje cí­vico, esta obra comprendió la recuperación de fachadas de valor patrimonial. Se propuso la reparación de superficies de terminación, carpinterí­as principales, el ordenamiento general y la iluminación artí­stica de fachadas como complemento del plan sobre el eje de la Av. de Mayo en toda su extensión."
Av. Entre Rí­os: Puesta en valor de fachadas,100.0,0.0,nan,3,Balvanera,2016-12-01,2017-01-11,Espacio Público,Obra realizada en el marco de la puesta en valor del Ccca Entre Rí­os/Callao. Contempló la recuperación e iluminación de fachadas con valor patrimonial.
Calle Suipacha: Puesta en valor de fachadas,100.0,0.0,nan,1,Retiro,2016-11-01,2017-07-31,Espacio Público,Obra realizada en el marco del Plan Integral Microcentro. Se realizó la conservación e iluminación de las fachadas con valor patrimonial sobre la calle Suipacha.
Paseo Caminito: Puesta en valor de fachadas,100.0,0.0,nan,4,La Boca,2017-05-01,2017-11-20,Espacio Público,"Obra realizada en el marco de la puesta en valor del entorno urbano La Boca. El objetivo de la restauración fue devolver el estado original las fachadas, incluyendo para ello la variedad de ornamentaciones, herrerí­a artí­stica, molduras y pilastras, como así­ también la superficie muraria y todo aquel elemento arquitectónico de valor patrimonial que estuviese afectado, recuperando su forma, textura, color y diseño. Esto incluyó la remoción de reparaciones anteriores o la realización de duplicaciones de piezas irrecuperables o faltantes del original."
Escuela Presidente Roca: Puesta en valor de la fachadas,100.0,0.0,nan,1,San Nicolás,2016-09-01,2017-05-05,Espacio Público,"Como parte del plan de puesta en valor del área ámbiental Tribunales, se propusieron tareas de conservación en las fachadas del edificio Escuela Presidente Roca."
Hospital Rivadavia: Puesta en valor de fachada,100.0,0.0,Las Heras General Av. 2670,2,Recoleta,2017-07-01,2018-11-10,Espacio Público,"Se trabajó en la recuperación de la fachada de la maternidad del Hospital Rivadavia para mejorar el acceso y funcionamiento interno del hospital. Se llevó a cabo la puesta en valor de uno de los elementos arquitectónicos de identidad barrial, que acompaña el conjunto de la Biblioteca Nacional, el CEMIC y la Iglesia San Agustí­n"
Iglesia Del Socorro: Puesta en valor de fachada,100.0,0.0,nan,1,Retiro,2016-10-01,2017-01-01,Espacio Público,Obra relizada en el mardo del plan integral para el área de Retiro. Se llevó a cabo la conservación y puesta en valor de la fachada de la Basí­lica Del Socorro.
Calle Marcelo T. De Alvear: Puesta en valor de fachadas,100.0,0.0,nan,1,Retiro,2016-06-01,2016-11-01,Espacio Público,Obra realizada en el marco del plan integral Microcentro. Se llevó a cabo la conservación e iluminación de las fachadas con valor patrimonial sobre la calle Marcelo T De Alvear.
Palacio Noel: Puesta en valor de fachada,100.0,0.0,nan,1,Retiro,2016-10-01,2017-01-01,Espacio Público,"Como parte del plan integral para el área de Retiro, se propuso la conservación y puesta en valor de la fachada principal del Museo Isaac Fernández Blanco/Casa Noel."
Racing Club - Villa Del Parque: Puesta en valor de fachada,100.0,0.0,nan,11,Villa del Parque,2016-09-01,2017-01-23,Espacio Público,Se llevó a cabo la conservación y puesta en valor de la fachada del edificio.
Recova de Once: Puesta en valor de fachadas,100.0,0.0,"MITRE, BARTOLOME y PUEYRREDON AV.",3,Balvanera,2017-11-01,2018-03-01,Espacio Público,"En el marco del Plan para la puesta en valor del área ambiental Once, se buscó volver al estado original a las fachadas de edificios de valor patrimonial situados sobre el eje de la Av. Pueyrredón. Se propusieron intervenciones en la recova y en un sector de la fachada de la estación de ferrocarril, incluyendo para ello la variedad de ornamentaciones, molduras, aberturas y pilastras, como así­ también la superficie muraria y todo aquel elemento arquitectónico de valor patrimonial que estuviese afectado y/o a restaurar, recuperando su forma, textura, color y diseño. Esto incluyó la remoción de reparaciones anteriores o la realización de duplicaciones de piezas irrecuperables o faltantes del original."
"Iglesias Santí­simo Sacramento, Metodista y Alemana: Puesta en valor de fachadas",100.0,0.0,Florida y Viamonte,1,San Nicolás,2016-10-01,2017-02-24,Espacio Público,"Obra realizada en el marco del plan integral Microcentro. Se buscó poner en valor las fachadas de las iglesias Metodista, Evangélica del Rí­o de La Plata y Santí­simo Sacramento, recuperando las superficies de terminación, carpinterí­as principales, solados de atrios y cercos sobre lí­nea oficial. Se propuso también la iluminación artí­stica de las fachadas."
Túneles Min. Carranza y Av. Libertador: Puesta en valor,100.0,0.0,nan,14,Palermo,2016-04-01,2017-01-04,Espacio Público,"Se llevó a cabo el acondicionamiento acústico de ambos túneles mediante paneles y barreras acústicas, y la instalación de un nuevo muro verde, en sustitución del existente."
Plaza Italia - Libreros: Rehabilitación De Puestos,100.0,0.0,nan,14,Palermo,2016-06-01,2016-09-01,Espacio Público,"Pabellón con 40 nuevos puestos para la feria de libros de Plaza Italia. Se incorporaron árboles y arbustos (260m2 de nuevo espacio verde), se renovaron veredas, se incorporaron bancos y se renovaron luminarias."
"Recuperación De Bajo Autopistas 25 De Mayo (Av. Entre Rí­os, Av. Jujuy, Av. Boedo, Av. La Plata, Av. J. M. Moreno)",100.0,0.0,BOEDO AV. y CONSTITUCION,5,Boedo,2017-01-01,2017-08-23,Espacio Público,"Se llevó a cabo la recuperación del espacio público y la puesta en valor de fachadas bajo autopista. Se incorporaron muros verdes y módulos backlight, se realizó una intervención artí­stica en columnas t tablero Autopista 25 de Mayo, y la renovación de toda la iluminación del área."
Lavalle (E/ Talcahuano Y Callao): Rehabilitación de calle,100.0,0.0,nan,1,San Nicolás,2017-11-01,2017-12-28,Espacio Público,"En el marco del plan para el área de Tribunales, la obra comprendió el recambio de aceras, cazoletas y vados peatonales, la restauración de equipamiento urbano, el completamiento del arbolado de alineación, soterramiento de cableado aéreo, puesta en valor fachada Escuela Técnica nº 9 Alejandro Volta, y la transformación de dársenas de estacionamiento existentes en nuevas áreas peatonales."
Retiro - Etapa II: Suipacha I + Sgto. Cabral + Juncal,100.0,0.0,nan,1,Retiro,2017-08-01,2017-08-30,Espacio Público,"Como parte del plan integral para el área de Retiro, en la etapa II se propuso la nivelación de la calle Suipacha entre Santa Fe y Juncal con actualización de cicloví­a existente, la nivelación de la esquina de Juncal y Suipacha, la reparación de aceras sobre calle Juncal entre Esmeralda y C. Pellegrini y el ajuste de ritmos de arbolado y alumbrado."
Retiro - Etapa III: Suipacha II + Arroyo + Juncal,100.0,0.0,nan,1,Retiro,2016-10-01,2017-07-25,Espacio Público,"Como parte del plan integral para el área de Retiro, en la etapa II se propuso la nivelación de la calle Arroyo entre Carlos Pellegrini y Esmeralda y de la calle Suipacha entre Juncal y Av. del Libertador, el ensanche de aceras sobre la calle Arroyo y la corrección de ritmos de arbolado y luminarias."
Retiro - Etapa I: Basavilbaso + Juncal,100.0,0.0,nan,1,Retiro,2016-11-01,2017-06-23,Espacio Público,"Como parte del plan integral para el área de Retiro, en la etapa I se propuso la nivelación de la calle Basavilbaso entre Arenales y Av. del Libertador, el ensanche de aceras en la calle Juncal entre Esmeralda y Maipú/Av. del Libertador, incorporación de una segunda lí­nea de arbolado sobre juncal, la corrección del ritmo de arbolado y luminarias. Se propuso además la exaltación de la esquina Basavilbaso y Juncal mediante luminarias y el reemplazo de estacionamiento a 90º por paralelo sobre la calle Juncal."
Santa Casa Ejercicios Espirituales: Puesta en valor de fachada y entorno,100.0,0.0,nan,1,Constitución,2016-09-01,2017-06-03,Espacio Público,"La propuesta incluyó el ensanche de aceras sobre Av. Independencia entre Lima y Salta y de calle Salta entre Estados Unidos y Av. Independencia, y la iluminación de fachadas del edificio sobre calle Estados Unidos, Salta y Av. Independencia."
Centro Comercial a Cielo Abierto Suárez (E/ Av. Patricios e Isabel La Católica),100.0,0.0,nan,4,Barracas,2017-09-01,2018-03-14,Espacio Público,"Se llevó a cabo el ensanche de acera par, ensanche de esquinas, ordenamiento de estacionamiento, arbolado nuevo, reemplazo de catenarias por alumbrado led vial y peatonal, renovación total de aceras, soterrado de servicios, puesta en valor de esquinas con lí­nea municipal particularizada, mejoras y ampliación en desagí¼es pluviales de calzada, y puesta en valor de plaza Quinquela Martí­n."
Plaza Lavalle: Renovación integral,100.0,0.0,nan,1,San Nicolás,2016-11-01,2017-08-15,Espacio Público,"En el marco del plan para el área de Tribunales, el proyecto planteó la traza de un camino principal que enlaza las tres manzanas uniendo los puntos principales y de tránsito frecuente, el mismo nace en el extremo de Diagonal Norte, uniendo la plaza con el Obelisco y la boca del subte lí­nea d, hasta llegar a Av. Córdoba en su intersección con la calle Libertad. Se incorporaron caminos secundarios más angostos y se previó el ensanche de la vereda frente al Teatro Colón, proyectando un espacio a modo de atrio. Se contempló la reubicación de la feria de libreros, la disminución de la presencia de automóviles trasladando los estacionamientos al subsuelo, y se incorporó un nuevo patio de juegos y nuevo solado perimetral."
"Calles Lavalle, Diagonal Norte Y Pasaje Del Carmen: Rehabilitación",100.0,0.0,nan,1,San Nicolás,2016-10-01,2017-09-05,Espacio Público,"En la etapa II del plan integral para el área de Tribunales, se propuso la reparación de solados sobre Av. Diagonal Roque Saenz Peña, la nivelación de la calle Lavalle entre Cerrito y Libertad, el ajuste de radios de esquina en Diagonal Roque Sanez Peña y Lavalle, el ensanche de aceras en la calle Libertad entre Av. Corrientes y Lavalle y la corrección e intensificación de ritmos de arbolado y alumbrado."
Plaza Lavalle: Rehabilitacióin de las calles del entorno,100.0,0.0,nan,1,San Nicolás,2016-11-01,2017-06-28,Espacio Público,"En la etapa III del plan integral para el área de Tribunales, se propuso el ajuste de radios de esquinas en general, el ensanche de aceras en calle Talcahuano entre Córdoba y Tucumán, la eliminación de dársenas sobre calle Uruguay, los ensanches de calle Tucumán entre Talcahuano y Uruguay y calle Viamonte entre Talcahuano y Uruguay. Se proyectó además la eliminación de doble calzada sobre Tucumán entre Talcahuano y Libertad, la adecuación de bordes de plaza, la nivelación de esquinas Talcahuano y Tucumán, Talcahuano y Viamonte, Libertad y Tucumán y Libertad y Viamonte, y la corrección e intensificación ritmos arbolado y alumbrado."
Barrio Fraga: Vivienda,100.0,0.0,"Fraga Y Garcia, Teodoro",15,Chacarita,2018-01-03,2020-01-06,Vivienda,"Barrio Fraga, Etapa 2. 678 Viviendas, 70 Locales Comerciales y Obras Exteriores. Tipologí­a Pb + 2 / 4 / 8 Pisos. Prolong. Av. Triunvirato, Av. Elcano, Guevara, Prolong. Céspedes, Prolong. Teodoro Garcí­a y Ví­as Ffcc Urquiza. Barrio Chacarita, Comuna 15."
Barrio Papa Francisco: Etapa 6,100.0,0.0,"Escalada Av. Y Fernandez De La Cruz, F., Gral. Av.",8,Villa Lugano,2017-10-12,2019-05-20,Vivienda,"Barrio Papa Francisco, Etapa 6. 176 Viviendas, 11 Locales Comerciales y Obras Exteriores. Tipologí­a Planta Baja + 4 Pisos. Avda. Escalada y Avda. Fernández De La Cruz, Barrio Villa Lugano, Comuna 8."
Barrio Rodrigo Bueno: Infraestructura,100.0,0.0,España Av. 2230,1,La Boca,2017-01-26,2019-08-31,Vivienda,"Barrio Rodrigo Bueno Etapa 2. 612 Viviendas, 53 Locales Comerciales y Obras Exteriores. Tipologí­a Pb + 1 Piso / Pb + 2 Pisos / Pb + 3 Pisos. Av. España, Reserva Ecológica Costanera Sur y Macizo Rodrigo Bueno. Barrio Puerto Madero. Comuna 1. El monto total de las obras de infraestructura, movimiento de suelo y viviendas nuevas es de $1.624.752.066"
Barrio Rodrigo Bueno: Movimiento de suelo,100.0,0.0,España Av. 2230,1,La Boca,2017-04-17,2018-08-01,Vivienda,"Barrio Rodrigo Bueno Etapa 2. 612 Viviendas, 53 Locales Comerciales y Obras Exteriores. Tipologí­a Pb + 1 Piso / Pb + 2 Pisos / Pb + 3 Pisos. Av. España, Reserva Ecológica Costanera Sur y Macizo Rodrigo Bueno. Barrio Puerto Madero. Comuna 1. El monto total de las obras de infraestructura, movimiento de suelo y viviendas nuevas es de $1.624.752.066"
Barrio Rodrigo Bueno: Vivienda nueva (611 UF),100.0,0.0,España Av. 2230,4,La Boca,2017-01-26,2020-04-30,Vivienda,"Barrio Rodrigo Bueno Etapa 2. 611 Viviendas, 53 Locales Comerciales y Obras Exteriores. Tipologí­a Pb + 1 Piso / Pb + 2 Pisos / Pb + 3 Pisos. Av. España, Reserva Ecológica Costanera Sur y Macizo Rodrigo Bueno. Barrio Puerto Madero. Comuna 1. El monto total de las obras de infraestructura, movimiento de suelo y viviendas nuevas es de $1.624.752.066"
Papa Francisco: Etapa 6,100.0,0.0,Papa Francisco,8,Villa Lugano,2019-09-12,2021-05-31,Vivienda Nueva,La obra comprende la construcción de 184 viviendas nuevas en el Barrio Papa Francisco para habitantes del Barrio 20
Barrio 20: Cancha De Los Huérfanos,100.0,0.0,"Miralla Y Batlle Y Ordoñez, Jose P.T.",8,Villa Lugano,2017-03-23,2018-03-23,Espacio Público,"Se implementó la puesta en valor a través de la construcción de una cancha de fútbol 9, el reacondicionamiento de la plaza con equipamiento, juegos para niños y niñas y estaciones saludables."
Barrio 20: Sector Consolidado - Red De Infraestructura,100.0,0.0,Pola Y Unanue,8,Villa Lugano,2017-12-16,2019-12-20,Hidráulica e Infraestructura,"Dotacion de infraestructura, ejecucción de red de agua, desague de cloacal, red eléctrica y red de datos"
Barrio 21 24: Infraestructura Manzana 12 Y 13,100.0,0.0,"Luna Y Cruz, Osvaldo",4,Barracas,2017-03-07,2018-03-28,Hidráulica e Infraestructura,"Se realizó la dotación de infraestructura y reacondicionamiento de solados, la ejecución de red de agua, desagí¼e pluvial y desagí¼e cloacal."
Barrio 21 24: Plaza Seca,100.0,0.0,"Iriarte, Gral. Av. E Iguazu",4,Barracas,2017-12-08,2018-08-15,Espacio Público,"Se realizó la puesta en valor del espacio público existente. Se llevó a cabo el mejoramiento y cierre de la cancha existente para la construcción de un espacio de skate. Además, la definición del cordón perimetral para la futura obra de tránsito."
Barrio 21 24: Plaza Cinthia,100.0,0.0,California 3400,4,Barracas,2017-09-08,2018-03-01,Espacio Público,"Se recuperó el espacio de juegos y la superficie de la ermita. Se dotó de equipamiento, alumbrado público y desagí¼e pluvial. "
Entorno Cildañez: Eje White,100.0,0.0,White 2000,9,Parque Avellaneda,2017-03-23,2018-04-30,Espacio Público,"Se realizó el mejoramiento de solados de veredas sobre la calle White y pasillos que desembocan. Además, el mejoramiento de la accesibilidad, alumbrado público y el ordenamiento del espacio público. "
"Barrio 15: Infraestructura, Pavimentación Y Puesta En Valor De Espacio Público Cañada De Gómez (Sector 1-2-3)",100.0,0.0,Santander 5943,8,Villa Lugano,2017-08-18,2017-12-29,Espacio Público,"En el Barrio 15 se llevó a cabo la dotación de desagí¼es cloacales y pluviales, la construcción de calzadas de hormigón, solado intertrabado, veredas de cemento peinado, áreas de estacionamiento y el reacondicionamiento de la cancha de Piki Voley."
Barrio 21 24: Pasaje Daniel De La Sierra,100.0,0.0,"Cruz, Osvaldo Av. 3400",4,Barracas,2017-03-28,2018-10-19,Hidráulica e Infraestructura,"Se dotó de infraestructura y equipamiento urbano, ejecución de red de agua, desagí¼e pluvial, desagí¼e cloacal, red eléctrica, alumbrado público y red de datos. "
Barrio Calaza: Complejo 8 Torres,100.0,0.0,Lacarra Av. 3500,8,Villa Soldati,2017-06-23,2018-03-16,Espacio Público,"Se rehabilitaron los espacios comunes, se suministraron juegos para niños y niñas, se dotó de alumbrado público y ejecución de desagí¼es pluviales."
Nido Soldati: Ampliación,100.0,0.0,Corrales 3400,8,Villa Soldati,2017-03-14,2017-11-30,Arquitectura,Se realizó el techado de cancha existente y se construyó un espacio cubierto para albergar talleres para llevar a cabo actividades.
Barrio 15: Eje Ferroviario,100.0,0.0,"Peron, Eva Av. 6300",8,Villa Lugano,2017-03-28,2018-08-31,Hidráulica e Infraestructura,"Se ejecutaron y repararon la red de infraestructura de pluvial y cloacal junto a conecciones domiciliarias, alumbrado público, ordenamiento del espacio público, ejecución de calzada vehicular y veredas. Además, se realizó la puesta en valor de la plaza con equipamiento. "
Jardí­n de Infantes Integral N.° 9 D.E. 21,100.0,0.0,"Olascoaga, Manuel Jose, Cnel. 5001",8,Villa Lugano,2016-10-02,2017-03-30,Escuelas,Inicial
Jardí­n de Infantes Integral N.° 3 D.E. 15,100.0,0.0,Besares 4327,12,Saavedra,2016-10-02,2017-03-30,Escuelas,Inicial
Jardí­n de Infantes Integral N.° 10 D.E. 4,100.0,0.0,Martí­n Rodriguez 425,4,La Boca,2015-05-20,2017-06-30,Escuelas,Inicial
Jardí­n de Infantes Integral N.° 14 D.E. 5,100.0,0.0,"Garcia, Manuel 370",4,Parque Patricios,2016-10-05,2017-04-30,Escuelas,Inicial
Jardí­n de Infantes Integral N.° 14 D.E. 19,100.0,0.0,Varela Av. 1802,7,Flores,2016-05-12,2017-03-30,Escuelas,Inicial
Polo educativo Mataderos - Jardí­n de Infantes Integral N.° 9 D.E. 20,100.0,0.0,MURGUIONDO  2265,9,Mataderos,2016-01-11,2018-02-28,Escuelas,Inicial
Jardí­n de Infantes Integral N.° 11 D.E. 6,100.0,0.0,Republica Bolivariana De Venezuela 3269,3,Balvanera,2017-01-03,2018-05-15,Escuelas,Inicial
ENS N.° 3 Bernardino Rivadavia,100.0,0.0,Peru 1236,1,San Telmo,2016-01-04,2019-02-13,Escuelas,Inicial
Escuela Primaria N.Â° 6 D.E. 20 Â«Prof. Felipe BoeroÂ»,100.0,0.0,"Peron, Eva Av. 7449",9,Mataderos,2021-01-07,2022-02-26,Escuelas,Primaria
Polo Educativo Lugano - Jardí­n de Infantes Común N.° 15 D.E. 21,100.0,0.0,"Fonrouge Y Barros Pazos, Jose",8,Villa Lugano,2016-11-15,2018-07-30,Escuelas,Inicial
Jardí­n Infantil Integral N.° 16 D.E. 21,100.0,0.0,"Bermejo, Antonio Dr. 6675",8,Villa Lugano,2018-03-28,2019-06-15,Escuelas,Inicial
Jardí­n de Infantes Integral N.° 13 D.E. 4,100.0,0.0,"Calabria Av. Y Vera Peñaloza, Rosario, dique 1",1,Puerto Madero,2018-03-15,2019-01-02,Escuelas,Inicial
Jardí­n de Infantes Integral N.° 17 D.E. 21,100.0,0.0,"Fernandez De La Cruz, F., Gral. Av. 4300",8,Villa Soldati,2018-02-10,2019-10-06,Escuelas,Inicial
Jardin de Infantes Integral N° 16 D.E 5,100.0,0.0,Luna 690,4,Barracas,2018-05-21,2019-07-15,Escuelas,Inicial
Jardí­n de Infantes Integral NÂ° 18 D.E. 21,100.0,0.0,Castañares Av. 6500,8,Villa Lugano,2018-02-10,2020-07-30,Escuelas,Inicial
Escuela Primaria Común N.° 5 D.E. 5,100.0,0.0,Santo Domingo 4050,4,Nueva Pompeya,2018-01-08,2020-01-31,Escuelas,Primaria
"Escuela Infantil N.° 6 D.E. 6 ""Hospital Ramos Mejí­a""",100.0,0.0,Catamarca 342,3,Balvanera,2018-08-28,2020-02-28,Escuelas,Inicial
Jardí­n de Infantes Integral N.° 15 D.E. 5,100.0,0.0,Ferreyra 3705,4,Nueva Pompeya,2018-01-31,2019-03-31,Escuelas,Inicial
Jardín de Infantes Integral Nº 05 D.E. 03,100.0,0.0,Pichincha 1152,3,San Cristóbal,2021-04-15,2022-02-14,Escuelas,Inicial
Escuela Infantil N.° 19 D.E. 5,100.0,0.0,Lagos 2929,4,Parque Patricios,2018-03-11,2020-02-28,Escuelas,Inicial
"Escuela de Educación Primaria N.° 24 D.E. 15 ""Francisco Morazán"" - Siglo XXI",100.0,0.0,"RIVERA, PEDRO I., DR. 4221",12,Villa Urquiza,2013-01-12,2016-05-31,Escuelas,Primaria
Calle Holmberg: Nivelación en cruce,100.0,0.0,HOLMBERG Y OLAZABAL AV.,12,Villa Urquiza,2015-03-16,2016-07-15,Espacio Público,"En el marco del proyecto urbano del Barrio Parque Donado Holmberg, se creó un parque lineal planteado como un recorrido que incluyó pequeñas plazas y generó continuidad fí­sica y espacial a lo largo de toda su traza, mediante la nivelación de los cruces en las intersecciones del par Holmberg y Donado con las calles Tomás le Bretón, Pedro Ignacio Iivera, Blanco Encalada, Mendoza, Virrey del Pino y Carbajal."
Área Ambiental Central: Calles Alsina Y Moreno,100.0,0.0,"ALSINA, ADOLFO E IRIGOYEN, BERNARDO DE",1,Montserrat,2016-12-01,2017-11-15,Espacio Público,"Se intervinieron los tramos comprendidos entre la Av. Presidente Julio Argentino Roca y la calle Defensa, realizando obras de nivelación, colocación de dársenas de carga y descarga, nuevas luminarias y se reemplazó el pavimiento por el granitullo para recuperar el aspecto tradicional de la calle."
Área Ambiental Central: Calle Esmeralda I,100.0,0.0,ESMERALDA Y CORRIENTES AV.,1,San Nicolás,2014-10-27,2017-02-28,Espacio Público,"La obra incluyó el tramo ubicado entre la Av. Santa Fe y la Av. de Mayo en donde se realizaron obras de nivelación con el objetivo de dejar un carril central para tránsito liviano, restringiendo el paso de colectivos. Además, se intalarón nuevas luminarias y se plantarón árboles."
Villa Olí­mpica: Viviendas II,100.0,0.0,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. Y ESCALADA AV.",8,Villa Lugano,2016-02-15,2017-08-30,Vivienda,La segunda licitación comprendió la construcción de 3 edificios con una superficie aproximada de 13.000m2 destinados a vivienda y 470m2 que fueron destinados a locales comerciales.
Villa Olí­mpica: Viviendas III,100.0,0.0,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. Y ESCALADA AV.",8,Villa Lugano,2016-02-25,2017-10-15,Vivienda,El tercer conjunto licitado comprendió la construcción de 3 edificios con una superficie aproximada de 13.000m2 que fueron destinados a vivienda y 370m2 que fueron destinados a locales comerciales.
Villa Olí­mpica: Viviendas IV,100.0,0.0,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. Y ESCALADA AV.",8,Villa Lugano,2016-02-15,2017-08-30,Vivienda,La cuarta licitación comprendió la construcción de 3 edificios con una superficie de aproximada de 14.050m2 destinados a vivienda y 380m2 que fueron destinados a locales comerciales.
Villa Olí­mpica: Viviendas IX,100.0,0.0,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. Y ESCALADA AV.",8,Villa Lugano,2016-03-28,2018-02-15,Vivienda,La licitación Nº 9 contempló la construcción de 3 edificios con una superficie aproximada de 9.900m2 que fueron destinados a vivienda y 250m2 que fueron destinados a locales comerciales.
Villa Olí­mpica: Viviendas V,100.0,0.0,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. Y ESCALADA AV.",8,Villa Lugano,2016-03-15,2017-09-30,Vivienda,La licitación Nº 5 contempló la construcción de 3 edificios con una superficie aproximada de 13.000m2 que fueron destinados a vivienda y 230m2 que fueron destinados a locales comerciales.
Villa Olí­mpica: Viviendas VI,100.0,0.0,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. Y ESCALADA AV.",8,Villa Lugano,2016-02-15,2017-08-30,Vivienda,La licitación Nº 6 contempló la construcción de 3 edificios con una superficie aproximada de 11.700m2 que fueron destinados a vivienda y 430m2 que fueron destinados a locales comerciales.
Villa Olí­mpica: Viviendas VII,100.0,0.0,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. Y ESCALADA AV.",8,Villa Lugano,2016-02-25,2017-10-31,Vivienda,La licitación Nº 7 contempló la construcción de aproximadamente 9.900m2 que fueron destinados a vivienda y 250m2 que fueron destinados a locales comerciales.
Villa Olí­mpica: Viviendas VIII,100.0,0.0,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. Y ESCALADA AV.",8,Villa Lugano,2016-02-15,2017-11-15,Vivienda,La licitación Nº 8 contempló la construcción de 4 edificios que fueron destinados a los Juegos Olí­mpicos. Se construyeron aproximadamente 12.900m2 que fueron destinados a y 410m2 que fueron destinados a locales comerciales.
Villa Olí­mpica: Viviendas X,100.0,0.0,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. Y ESCALADA AV.",8,Villa Lugano,2016-04-28,2017-12-31,Vivienda,"La licitación Nº 10 completó el grupo de licitaciones de viviendas para los Juegos Olí­mpicos que dieron respuesta habitacional, contemplando 2 edificios destinados a los Juegos Olimpicos. Además, se construyerón aproximadamente 7.000m2 que fueron destinados a vivienda y 130m2 que fueron destinados a locales comerciales."
Villa Olí­mpica: Viviendas I,100.0,0.0,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. Y ESCALADA AV.",8,Villa Lugano,2015-01-06,2017-12-20,Vivienda,La licitación Nº 1 contempló la construcción de 3 edificios de uso mixto. Se destinaron aproximadamente 12.400m2 que fueron destinados a vivienda y 160m2 que fueron destinados a locales comerciales.
Villa Olimpica: Provisión Y Colocación De Equipamiento De Cocina En Edificios Villa Olí­mpica,100.0,0.0,Escalada Av. 4200,8,Villa Lugano,2018-07-08,2019-04-05,Vivienda,"La Obra Consiste En La Provisión Y Colocación De Equipamiento En Las Cocinas, SUM, Espacios De Parrilla, Lavaderos Y Locales De Los 29 Edificios De Villa Olí­mpica"
"Parque Olí­mpico: Demolición total, extracción y trasplante de árboles, cerco perimetral",100.0,0.0,AUTOPISTA PRESIDENTE HECTOR J. CAMPORA Y 27 DE FEBRERO AV.,8,Villa Soldati,2016-12-28,2017-03-30,Espacio Público,"Se procedió a la contrucción de un cerco olí­mpico perimetral que ayudó a delimitar el área de intervención, resguardando la ejecución de los trabajos y a su vez funcionando como cerco definitivo una vez terminada las obras. Además, incluyó también las tareas de demolición de los edificios y equipamientos obsoletos existentes, la extracción y trasplante de los árboles y arbustos dentro del mismo predio."
"Parque Olí­mpico: Instalación de red de agua potable, incendio cloacal, pluvial y red de gas.",100.0,0.0,AUTOPISTA PRESIDENTE HECTOR J. CAMPORA Y 27 DE FEBRERO AV.,8,Villa Soldati,2017-01-30,2018-04-16,Hidráulica e Infraestructura,"Se realizaron obras de infraestructura de las nuevas redes internas de agua potable, desagí¼es cloacales, desagí¼es pluviales y red de gas para los pabellones y equipamientos deportivos del Parque Olí­mpico."
Parque Olí­mpico: Pabellones A1 Y A2.,100.0,0.0,AUTOPISTA PRESIDENTE HECTOR J. CAMPORA Y 27 DE FEBRERO AV.,8,Villa Soldati,2017-02-15,2017-12-31,Arquitectura,Se realizaron obras de los pabellones para albergar los diferentes equipamientos deportivos.
Parque Olí­mpico: Pabellones A3 Y A4.,100.0,0.0,AUTOPISTA PRESIDENTE HECTOR J. CAMPORA Y 27 DE FEBRERO AV.,8,Villa Soldati,2017-02-15,2018-12-01,Arquitectura,Se realizaron obras de los pabellones que incluyeron la infraestructura deportiva para los Juegos Olí­mpicos.
